Title,Author,Year,Language,CoverType,Links,Price,Discount
Tractatus Logico-Philosophicus,Ludwig Wittgenstein,1981.0,English,Paperback,https://www.libristo.pl/book/tractatus-logico-philosophicus-1264245.html,234.63,0
Behind Enemy Lines,Tommy Macpherson,2012.0,English,Paperback,https://www.libristo.pl/book/behind-enemy-lines.html,57.99,16
"Armies of Islam, 7th-11th Centuries",David Nicolle,1982.0,English,Paperback,https://www.libristo.pl/book/armies-of-islam-7th-11th-centuries.html,94.72,6
Ethics - The Fundamentals,Julia Driver,2006.0,English,Paperback,https://www.libristo.pl/book/ethics-4196983.html,126.99,0
On Being Blue,William H Gass,2014.0,English,Paperback,https://www.libristo.pl/book/on-being-blue.html,47.55,16
1948,Benny Morris,2009.0,English,Paperback,https://www.libristo.pl/book/1948-4050751.html,124.91,1
Atheist Delusions,David Bentley Hart,2010.0,English,Paperback,https://www.libristo.pl/book/atheist-delusions.html,98.71,2
Football and the Boundaries of History,"Brenda Elsey, Stanislao G. Pugliese",2017.0,English,Hardback,https://www.libristo.pl/book/football-and-the-boundaries-of-history.html,184.42,0
On the Ocean,Sir Barry Cunliffe,2017.0,English,Hardback,https://www.libristo.pl/book/on-the-ocean-15780307.html,139.9,24
Satipatthana Meditation,-,2018.0,English,Paperback,https://www.libristo.pl/book/satipatthana-meditation.html,78.49,16
Njinga of Angola,Linda M. Heywood,2019.0,English,Paperback,https://www.libristo.pl/book/njinga-of-angola-8211-africa-8242-s_20167339.html,122.25,0
What Regency Women Did For Us,RACHEL KNOWLES,2017.0,English,Paperback,https://www.libristo.pl/book/what-regency-women-did-for-us.html,68.24,16
Templar Knight vs Mamluk Warrior,David Campbell,2015.0,English,Paperback,https://www.libristo.pl/book/templar-knight-vs-mamluk-warrior-1218-50.html,73.36,16
Teotihuacan,Matthew Robb,2017.0,English,Hardback,https://www.libristo.pl/book/teotihuacan-16118535.html,347.59,0
Fictioning,O,2019.0,English,Paperback,https://www.libristo.pl/book/mythopoesis-16206758.html,167.91,9
Clarence House,Pamela Hartshorne,2020.0,English,Paperback,https://www.libristo.pl/book/clarence-house-18339477.html,32.55,14
Emily Wilding Davison,Lucy Fisher,2018.0,English,Paperback,https://www.libristo.pl/book/emily-wilding-davison-19282407.html,68.24,16
Habsburg Monarchy 1809-1918,Taylor A. J. P.,1990.0,English,Paperback,https://www.libristo.pl/book/habsburg-monarchy-1809-1918.html,78.49,16
Imperial Spain 1469-1716,J H Elliott,2002.0,English,Paperback,https://www.libristo.pl/book/imperial-spain-1469-1716.html,68.24,16
Ships and Seamanship in the Ancient World,Lionel Casson,1995.0,English,Paperback,https://www.libristo.pl/book/ships-and-seamanship-in-the-ancient-world.html,233.5,0
"Theravada Buddhism - Continuity, Diversity, and Identity",Kate Crosby,2013.0,English,Paperback,https://www.libristo.pl/book/theravada-buddhism-2179288.html,312.94,0
"Tibetan Yogas of Body, Speech, and Mind",Tenzin Wangyal,2011.0,English,Paperback,https://www.libristo.pl/book/tibetan-yogas-of-body-speech-and-mind.html,115.41,6
Waking the Dead,John Eldredge,2016.0,English,Paperback,https://www.libristo.pl/book/waking-the-dead-1021866.html,63.11,16
Illustrated Guide to Viking Martial Arts,Anthony Cummins,2016.0,English,Paperback,https://www.libristo.pl/book/illustrated-guide-to-viking-martial-arts-1022833.html,95.67,15
Cleopatra,Zahi Hawass,2009.0,English,Paperback,https://www.libristo.pl/book/cleopatra-4220900.html,128.32,5
RAF Bomber Command Losses Volume 9,W R Chorley,2007.0,English,Paperback,https://www.libristo.pl/book/raf-bomber-command-losses.html,104.21,16
War at Sea: A Naval Atlas 1939-1945,Marcus Faulkner,2012.0,English,Hardback,https://www.libristo.pl/book/war-at-sea.html,258.55,16
Documents of the Christian Church,Bettenson,2011.0,English,Paperback,https://www.libristo.pl/book/documents-of-the-christian-church.html,124.53,0
Everyday Tao,Deng Ming-Dao,1996.0,English,Paperback,https://www.libristo.pl/book/everyday-tao.html,78.11,5
Revolution Song,Russell Shorto,2017.0,English,Hardback,https://www.libristo.pl/book/revolution-song.html,137.81,2
Hamas Contained,Tareq Baconi,2018.0,English,Hardback,https://www.libristo.pl/book/hamas-contained-the-rise-and-pacification-of-palestinian-resistance.html,142.56,1
French Air Force in the First World War,Ian Sumner,2018.0,English,Paperback,https://www.libristo.pl/book/french-air-force-in-the-first-world-war.html,78.49,16
Britain's Toy Car Wars,Giles Chapman,2021.0,English,Hardback,https://www.libristo.pl/book/britain-s-toy-car-wars_35567321.html,73.55,9
Territories of Science and Religion,Peter Harrison,2017.0,English,Paperback,https://www.libristo.pl/book/territories-of-science-relig.html,150.44,0
"John Skylitzes: A Synopsis of Byzantine History, 811-1057",John Skylitzes,2010.0,English,Hardback,https://www.libristo.pl/book/john-skylitzes-a-synopsis-of-byzantine-history-811-1057.html,834.72,0
Hot 'Cold War',Vladimir G Shubin,2008.0,English,Paperback,https://www.libristo.pl/book/hot-cold-war.html,259.69,0
Return To Tibet,Heinrich Harrer,2000.0,English,Paperback,https://www.libristo.pl/book/return-to-tibet.html,85.89,0
Republic,"Plato, G. M. A. Grube",1992.0,English,Paperback,https://www.libristo.pl/book/republic-4174628.html,83.61,4
Road to War,Andrew Overy,2009.0,English,Paperback,https://www.libristo.pl/book/road-to-war.html,78.49,16
Versailles,Colin Jones,2018.0,English,Hardback,https://www.libristo.pl/book/versailles-18339668.html,100.8,15
Silk Road,Valerie Hansen,2015.0,English,Paperback,https://www.libristo.pl/book/silk-road-9108800.html,78.49,16
There Is No Crime for Those Who Have Christ,Michael Gaddis,2015.0,English,Paperback,https://www.libristo.pl/book/there-is-no-crime-for-those-who-have-christ-9109906.html,237.48,0
Hebrews,Mary Healy,2016.0,English,Paperback,https://www.libristo.pl/book/hebrews-2796331.html,88.74,16
Vindication of the Rights of Men; A Vindication of the Rights of Woman; An Historical and Moral View of the French Revolution,Mary Wollstonecraft,2008.0,English,Paperback,https://www.libristo.pl/book/oxford-world-s-classics-a-vindication-of-the-rights-of-men-a-vindication-of-the-rights-of-woman.html,47.55,16
Interpreting Our Heritage,Freeman Tilden,2008.0,English,Paperback,https://www.libristo.pl/book/interpreting-our-heritage.html,116.55,0
Democracy and the Market,Adam Przeworski,1991.0,English,Paperback,https://www.libristo.pl/book/democracy-and-the-market.html,139.14,0
Pocket History of Scotland,Blair Millar,2013.0,English,Hardback,https://www.libristo.pl/book/pocket-history-of-scotland.html,37.29,16
P-40 Warhawk Aces of the Pacific,Carl Molesworth,2003.0,English,Paperback,https://www.libristo.pl/book/p-40-warhawk-aces-of-the-pacific.html,102.88,9
Shape Shifting,John Perkins,1999.0,English,Paperback,https://www.libristo.pl/book/shape-shifting-4947548.html,68.24,16
Global Prehistory of Human Migration,"Immanuel Ness, Peter Bellwood",2014.0,English,Paperback,https://www.libristo.pl/book/global-prehistory-of-human-migration.html,305.16,0
History of Exorcism in Catholic Christianity,FRANCIS YOUNG,2018.0,English,Paperback,https://www.libristo.pl/book/a-history-of-exorcism-in-catholic-christ.html,158.6,0
French Revolution,Thomas Carlyle,2019.0,English,Paperback,https://www.libristo.pl/book/french-revolution-19748714.html,73.36,16
Montaillou,Emmanuel Le Roy Ladurie,2002.0,English,Paperback,https://www.libristo.pl/book/montaillou.html,68.24,16
Origins of the French Revolution,William Doyle,1999.0,English,Paperback,https://www.libristo.pl/book/origins-of-the-french-revolution.html,286.36,0
Trajan,Julian Bennett,2000.0,English,Paperback,https://www.libristo.pl/book/trajan.html,331.64,0
History Derailed,Ivan Berend,2005.0,English,Paperback,https://www.libristo.pl/book/history-derailed.html,219.64,0
No Man Is an Island,Thomas Merton,2002.0,English,Paperback,https://www.libristo.pl/book/no-man-is-an-island-10975813.html,78.11,5
Scientific Secrets in the Epic of Creation Enuma Elish,MOHAMMAD R. N. ZOK,2017.0,English,Paperback,https://www.libristo.pl/book/scientific-secrets-in-the-epic-of-creati.html,90.73,0
Decision in the Ukraine,George M Nipe,2012.0,English,Paperback,https://www.libristo.pl/book/decision-in-the-ukraine.html,229.7,0
Zeppelins of World War I,Wilbur Cross,2001.0,English,Paperback,https://www.libristo.pl/book/zeppelins-of-world-war-i-7349626.html,85.89,0
Fight,Craig Groeschel,2013.0,English,Paperback,https://www.libristo.pl/book/fight-1326364.html,98.52,0
Becoming God,David Herbert,2014.0,English,Paperback,https://www.libristo.pl/book/becoming-god-transhumanism-and-the-quest-for-cybernetic-immortality.html,94.91,0
Vatican II,Massimo Faggioli,2012.0,English,Paperback,https://www.libristo.pl/book/vatican-ii-6270363.html,89.4,0
Philosophy: The Classics,Nigel Warburton,2014.0,English,Paperback,https://www.libristo.pl/book/philosophy-the-classics.html,146.74,0
Painting Guide for the Boeing Stratofortress Motherships,Brian Lockett,2009.0,English,Paperback,https://www.libristo.pl/book/painting-guide-for-the-boeing-stratofortress-motherships.html,292.63,0
Being a Child of God,"Warren W. Wiersbe, Thomas Nelson Publishers",2004.0,English,Hardback,https://www.libristo.pl/book/being-a-child-of-god.html,122.63,0
Rome,M. Rostovtzeff,0.0,English,Paperback,https://www.libristo.pl/book/rome-4512177.html,611.47,0
Commentaries on the Twelve Prophets,"Jerome, Thomas P. Scheck",2017.0,English,Paperback,https://www.libristo.pl/book/comt-act-commentaries-on-the-1.html,271.75,9
Khalil Gibran Collection Volume II,Kahlil Gibran,2012.0,English,Paperback,https://www.libristo.pl/book/khalil-gibran-collection-volume-ii.html,88.55,0
"KJV/RV Interlinear Bible, Black Calfskin Leather, RV655:X",-,2012.0,English,Hardback,https://www.libristo.pl/book/the-kjv-rv-interlinear-bible-black-calfskin-rv655x.html,893.29,10
Dazzle Ships,"Chris Barton, Victo Ngai",2017.0,English,Hardback,https://www.libristo.pl/book/dazzle-ships-dazzle-ships.html,103.45,0
"New Volumes of the Encyclopaedia Britannica, Constituting, in Combination with the Existing Volumes of the Ninth Edition, the Tenth Edition of That Wo",Anonymous,2015.0,English,Hardback,https://www.libristo.pl/book/new-volumes-of-the-encyclopaedia-britannica-constituting-in-combination-with-the-existing-volumes-of-the-ninth-edition-the-tenth-edition-of-that-wo-10396047.html,259.69,0
Hobbit Lessons,Devin Brown,2013.0,English,Paperback,https://www.libristo.pl/book/hobbit-lessons.html,58.75,0
Tornado Alley,Howard B Bluestein,2006.0,English,Hardback,https://www.libristo.pl/book/tornado-alley-4031897.html,180.62,0
Business Spanish and Commercial Vocabulary,Alejandro D Ainslie,2018.0,English,Hardback,https://www.libristo.pl/book/business-spanish-and-commercial-vocabulary_20686695.html,97.57,16
Book of Cthulhu,Dark Lords The Dark Lords,2020.0,English,Hardback,https://www.libristo.pl/book/book-of-cthulhu_32953004.html,230.08,0
Justification and Legitimacy,A. John (University of Virginia) Simmons,2000.0,English,Paperback,https://www.libristo.pl/book/justification-and-legitimacy-2043562.html,323.95,0
Birth of Hedonism,Kurt Lampe,2017.0,English,Paperback,https://www.libristo.pl/book/birth-of-hedonism-15401342.html,144.84,6
Britain Post Brexit,Peter McGarrick,2018.0,English,Paperback,https://www.libristo.pl/book/britain-post-brexit.html,57.04,9
Armies of Warlord China 1911-1928,Philip S. Jowett,2014.0,English,Hardback,https://www.libristo.pl/book/armies-of-warlord-china-1911-1928.html,261.78,5
Jaya,Dr. Devdutt Pattanaik,2010.0,English,Hardback,https://www.libristo.pl/book/jaya-6522783.html,155.19,2
Torch of Certainty,Jamgon Kongtrul,2000.0,English,Paperback,https://www.libristo.pl/book/torch-of-certainty.html,107.06,6
Escape from Sobibor,Richard Rashke,2013.0,English,Paperback,https://www.libristo.pl/book/escape-from-sobibor-8697461.html,133.83,1
Emperor Commodus: God and Gladiator,John S McHugh,2015.0,English,Hardback,https://www.libristo.pl/book/emperor-commodus-9089131.html,130.03,16
Alps,Stephen O'Shea,2018.0,English,Paperback,https://www.libristo.pl/book/alps-16417602.html,89.6,0
Tokyo: A Biography,-,2020.0,English,Paperback,https://www.libristo.pl/book/tokyo-a-biography-disasters-destruction-and-renewal-the-story-of-an-indomitable-city_24498059.html,55.33,2
How to Lead When You're Not in Charge,Clay Scroggins,2017.0,English,Paperback,https://www.libristo.pl/book/how-to-lead-when-you.html,63.11,16
Holy Spirit My Senior Partner,Paul Y Cho,1996.0,English,Paperback,https://www.libristo.pl/book/holy-spirit-my-senior-partner.html,55.33,16
Dawn Watch,Maya Jasanoff,2018.0,English,Paperback,https://www.libristo.pl/book/the-dawn-watch.html,57.99,16
"Collected Works of Dilgo Khyentse, Volume One",Dilgo Khyentse,2011.0,English,Hardback,https://www.libristo.pl/book/collected-works-of-dilgo-khyentse-9242303.html,405.96,0
Limitless,Jentezen Franklin,2016.0,English,Paperback,https://www.libristo.pl/book/forward-9528531.html,73.93,6
Concise History of Portugal,BIRMINGHAM  DAVID,2018.0,English,Paperback,https://www.libristo.pl/book/a-concise-history-of-portugal-3ed-18913067.html,138.76,0
Oxford Handbook of Management,Adrian Wilkinson,2018.0,English,Paperback,https://www.libristo.pl/book/oxford-handbook-of-management-18944173.html,319.59,0
Sheep - The remarkable story of the humble animal that built the modern world.,Alan Butler,2010.0,English,Paperback,https://www.libristo.pl/book/sheep-4280072.html,52.86,16
Lives of Erich Fromm,Friedman,2013.0,English,Hardback,https://www.libristo.pl/book/lives-of-erich-fromm.html,226.09,0
Titanic Voices,Hannah Holman,2013.0,English,Paperback,https://www.libristo.pl/book/titanic-voices-1257680.html,114.66,16
You Must Change Your Life,Peter Sloterdijk,2014.0,English,Paperback,https://www.libristo.pl/book/you-must-change-your-life-2695049.html,114.84,0
Hundred Years' War on Palestine,Rashid I. Khalidi,2020.0,English,Paperback,https://www.libristo.pl/book/hundred-years-war-on-palestine_33067397.html,57.99,16
Blackwell Companion to Natural Theology,William Lane Craig,2012.0,English,Paperback,https://www.libristo.pl/book/blackwell-companion-to-natural-theology.html,208.82,0
Homeopathic Miasms,Ian Watson,2009.0,English,Paperback,https://www.libristo.pl/book/homeopathic-miasms.html,105.35,0
"Vietnam War U. S. Army Helicopter Names, Volume 2","Brennan, John (Practicing Consultant Dermatologist, Melbourne, Australia The Open University, UK The Open University, UK The Open University, UK Pract",2015.0,English,Paperback,https://www.libristo.pl/book/vietnam-war-u-s-army-helicopter-names-volume-2.html,145.22,0
Tantric Yoga,Gavin Frost,1990.0,English,Paperback,https://www.libristo.pl/book/tantric-yoga.html,149.3,0
McDonnell FH-1 Phantom,Steve Ginter,1981.0,English,Paperback,https://www.libristo.pl/book/mcdonnell-fh-1-phantom.html,103.26,0
Masters of Meditation and Miracles,Tulku Thondup,1999.0,English,Paperback,https://www.libristo.pl/book/masters-of-meditation-and-miracles.html,176.45,0
Hope for the Flowers,Trina Paulus,0.0,English,Paperback,https://www.libristo.pl/book/hope-for-the-flowers-1029339.html,80.77,0
Why Good Things Happen to Good People,Stephen Post,2008.0,English,Paperback,https://www.libristo.pl/book/why-good-things-happen-to-good-people.html,93.77,0
Fascism,Paul E. Gottfried,2017.0,English,Paperback,https://www.libristo.pl/book/fascism-the-career-of-a-concept.html,218.88,0
Nisibis War,John S Harrel,2020.0,English,Paperback,https://www.libristo.pl/book/nisibis-war_25693229.html,104.21,0
Discipline,Elisabeth Elliot,2006.0,English,Paperback,https://www.libristo.pl/book/discipline-the-glad-surrender.html,82.67,0
Fourth Crusade,"Donald E. Queller, Thomas F. Madden",1999.0,English,Paperback,https://www.libristo.pl/book/fourth-crusade-4723224.html,165.25,0
"American Indian Wars, 1860-90",Philip Katcher,1992.0,English,Paperback,https://www.libristo.pl/book/american-indian-wars-1860-90.html,94.72,6
"Catalogue of the Byzantine and Early Mediaeval A - With an Addendum Jewelry, Enamels and Art of the Migration V 2",M. Ross,0.0,English,Hardback,https://www.libristo.pl/book/catalogue-of-the-byzantine-and-early-mediaeval-antiquities-in-the-dumbarton-oaks-collection.html,765.9,0
"History of Zhang Zhung and Tibet, Volume One","Chogyal Namkhai Norbu, Donatella Rossi",2013.0,English,Paperback,https://www.libristo.pl/book/history-of-zhang-zhung-and-tibet.html,94.53,6
Method of No-method,Shengyan,2008.0,English,Paperback,https://www.libristo.pl/book/method-of-no-method.html,90.54,5
Portugal,Jose Hermano Saraiva,1997.0,English,Paperback,https://www.libristo.pl/book/portugal-5117441.html,104.21,16
Vivid Awareness,Khenchen Thrangu,2011.0,English,Paperback,https://www.libristo.pl/book/vivid-awareness.html,136.3,5
London,Matthew Green,2016.0,English,Paperback,https://www.libristo.pl/book/london-a-travel-guide-through-time.html,62.92,15
"Iamblichus on the Mysteries of the Egyptians, Chaldeans, and Assyrians",IamblichusThomas Taylor,2011.0,English,Paperback,https://www.libristo.pl/book/iamblichus-on-the-mysteries-of-the-egyptians-chaldeans-and-assyrians.html,264.06,0
Vikings,Gareth Williams,2014.0,English,Paperback,https://www.libristo.pl/book/vikings-2150638.html,139.71,16
Bismarck,Edgar Feuchtwanger,2014.0,English,Paperback,https://www.libristo.pl/book/bismarck-2460210.html,331.64,0
War in Peace,"Robert Gerwarth, John Horne",2013.0,English,Paperback,https://www.libristo.pl/book/war-in-peace-2536889.html,278.77,0
Men Who Made the SAS,Gavin Mortimer,2016.0,English,Paperback,https://www.libristo.pl/book/men-who-made-the-sas.html,57.99,16
Spiritual Warfare Answer Book,David Jeremiah,2016.0,English,Hardback,https://www.libristo.pl/book/spiritual-warfare-answer-book.html,89.79,0
Philosophy in the Islamic World,"Adamson, Peter (Professor of Late Ancient and Arabic Philosophy, Ludwig-Maximilians-Universitaet, Munich)",2018.0,English,Paperback,https://www.libristo.pl/book/philosophy-in-the-islamic-world-18613946.html,57.99,16
Existence of God,Richard Swinburne,2004.0,English,Paperback,https://www.libristo.pl/book/existence-of-god-4034823.html,282.95,0
Principle of Reason,Martin Heidegger,1996.0,English,Paperback,https://www.libristo.pl/book/principle-of-reason.html,89.22,5
Fall of the Western Roman Empire,Neil Christie,2011.0,English,Paperback,https://www.libristo.pl/book/fall-of-the-western-roman-empire.html,208.63,0
World of Athens,Joint Association of Classical Teachers,2008.0,English,Paperback,https://www.libristo.pl/book/world-of-athens.html,229.32,0
People's History of the United States,Howard Zinn,2003.0,English,Paperback,https://www.libristo.pl/book/people-s-history-of-the-united-states.html,338.1,0
Discourse on Method and Meditations on First Philosophy,René Descartes,1999.0,English,Paperback,https://www.libristo.pl/book/discourse-on-method-and-meditations-on-first-philosophy-4174649.html,77.54,5
German Army in World War I (1),Nigel Thomas,2003.0,English,Paperback,https://www.libristo.pl/book/german-army-in-world-war-i-4254572.html,79.06,9
Soviet Mig-15 Aces of the Korean War,Leonid Krylov,2008.0,English,Paperback,https://www.libristo.pl/book/soviet-mig-15-aces-of-the-korean-war.html,102.88,9
Rosetta Stone,John Ray,2008.0,English,Paperback,https://www.libristo.pl/book/rosetta-stone.html,52.86,16
Where Hope Prevails,"Janette Oke, Laurel Oke Logan",2016.0,English,Paperback,https://www.libristo.pl/book/where-hope-prevails.html,63.11,16
Condition of the Working Class in England,Friedrich Engels,2009.0,English,Paperback,https://www.libristo.pl/book/oxford-world-s-classics-the-condition-of-the-working-class-in-england.html,76.4,0
Jungle of Stone,CARLSEN  WILLIAM,2017.0,English,Paperback,https://www.libristo.pl/book/jungle-of-stone-the-true-s-pb.html,86.46,5
Rise of Realism,Graham Harman,2017.0,English,Paperback,https://www.libristo.pl/book/rise-of-realism-15368139.html,102.31,0
Visitor's Guide to Jane Austen's England,Sue Wilkes,2015.0,English,Paperback,https://www.libristo.pl/book/visitor-s-guide-to-jane-austen-s-england.html,68.24,16
Conversations with Roger Scruton,Roger Scruton,2016.0,English,Hardback,https://www.libristo.pl/book/conversations-with-roger-scruton.html,88.74,16
Time and Eternity,William Lane Craig,2001.0,English,Paperback,https://www.libristo.pl/book/time-and-eternity-2167290.html,109.34,16
Book of Margery Kempe,Margery Kempe,0.0,English,Paperback,https://www.libristo.pl/book/book-of-margery-kempe-4023992.html,52.86,16
National Geographic History at a Glance,National Geographic,2019.0,English,Hardback,https://www.libristo.pl/book/national-geographic-illustrated-time-lines-of-history_21367612.html,199.23,5
Europe in Flames,John Matusiak,2020.0,English,Paperback,https://www.libristo.pl/book/europe-in-flames_25660071.html,80.01,14
Hildegard of Bingen,Sabina Flanagan,1998.0,English,Paperback,https://www.libristo.pl/book/hildegard-of-bingen-6742619.html,227.99,0
"No More Christian Nice Guy - When Being Nice--Instead of Good--Hurts Men, Women, and Children",Paul Coughlin,2016.0,English,Paperback,https://www.libristo.pl/book/no-more-christian-nice-guy-8038460.html,98.33,0
Maximinus Thrax,Paul N Pearson,2016.0,English,Hardback,https://www.libristo.pl/book/maximinus-thrax.html,130.03,16
Hammerhead Six,Ronald Fry,2016.0,English,Hardback,https://www.libristo.pl/book/hammerhead-six.html,123.2,16
"No Fear, No Death","Barry Kerzin, The Dalai Lama",2018.0,English,Paperback,https://www.libristo.pl/book/no-fear-no-death.html,67.29,9
Vietnam War Army Helicopter Nose Art,JOHN BRENNAN,2017.0,English,Paperback,https://www.libristo.pl/book/vietnam-war-army-helicopter-nose-art.html,134.78,16
Ancient Canaan and Israel,Jonathan M. Golden,2009.0,English,Paperback,https://www.libristo.pl/book/ancient-canaan-and-israel.html,169.8,0
Galateo,Giovanni Della Casa,2013.0,English,Hardback,https://www.libristo.pl/book/galateo.html,79.44,0
"Hospitaller State on Rhodes and its Western Provinces, 1306-1462",Anthony Luttrell,1999.0,English,Hardback,https://www.libristo.pl/book/hospitaller-state-on-rhodes-and-its-western-provinces-1306-1462.html,235.58,0
LaGG and Lavochkin Aces of World War 2,George Mellinger,2003.0,English,Paperback,https://www.libristo.pl/book/lagg-and-lavochkin-aces-of-world-war-2.html,102.88,9
For Everyone Bible Study Guide: Mark,"Tom Wright, L. Johnson",2009.0,English,Paperback,https://www.libristo.pl/book/for-everyone-bible-study-guides-4872249.html,37.29,16
The Tenth Insight: An Experiential Guide,"James Redfield, Carol Adrienne",1996.0,English,Paperback,https://www.libristo.pl/book/tenth-insight-holding-the-vision.html,83.81,16
Cost of Betrayal - Three Romantic Suspense Novellas,"Dee Henderson, Dani Pettrey, Lynette Eason",2018.0,English,Paperback,https://www.libristo.pl/book/cost-of-betrayal.html,103.45,0
Malachi,Beth Glazier-Mcdonald,1987.0,English,Paperback,https://www.libristo.pl/book/malachi-8739758.html,196.0,0
Lost World of The Giants,Professor Jonathan Gray,2006.0,English,Paperback,https://www.libristo.pl/book/lost-world-of-the-giants.html,92.06,0
Colour Schemes for the Flower Garden,Gertrude Jekyll,2018.0,English,Hardback,https://www.libristo.pl/book/colour-schemes-for-the-flower-garden_22041630.html,224.19,0
Gnostic Gospels of St. Thomas,Tau Malachi,2004.0,English,Paperback,https://www.libristo.pl/book/gnostic-gospels-of-st-thomas.html,125.48,0
"First Things, Last Things",Eric Hoffer,2008.0,English,Paperback,https://www.libristo.pl/book/first-things-last-things.html,76.4,0
1946: The Making of the Modern World,Victor Sebestyen,2015.0,English,Paperback,https://www.libristo.pl/book/1946-the-making-of-the-modern-world-9096931.html,67.1,0
Waterloo,Andrew Roberts,2006.0,English,Paperback,https://www.libristo.pl/book/waterloo-4002997.html,52.29,0
Kennedy Legacy,Vincent Bzdek,2010.0,English,Paperback,https://www.libristo.pl/book/kennedy-legacy.html,116.55,0
Decisive Warfare,Bretnor Reginald,2001.0,English,Paperback,https://www.libristo.pl/book/decisive-warfare.html,103.26,0
"Sacrifice, Cult, and Atonement in Early Judaism and Christianity","Christian A. Eberhart, Henrietta Wiley",2017.0,English,Paperback,https://www.libristo.pl/book/sacrifice-cult-and-atonement-in-early-judaism-and-christianity-15465708.html,318.26,0
Les Propheties de Michel Nostradamus,-,2012.0,English,Paperback,https://www.libristo.pl/book/les-propheties-de-michel-nostradamus.html,134.02,0
13 Hours,"Mitchell Zuckoff, Annex Security Team",2014.0,English,Hardback,https://www.libristo.pl/book/13-hours-11068795.html,162.78,0
From Leningrad to Narva,Kamen Nevenkin,2019.0,English,Hardback,https://www.libristo.pl/book/from-leningrad-to-narva-an-illustrated-study-of-the-battles-in-the-northern-baltic-area-january-september-1944_20938715.html,105.92,8
Figures of Speech Used in the Bible Explained and Illustrated,E W Bullinger,2011.0,English,Paperback,https://www.libristo.pl/book/figures-of-speech-used-in-the-bible-explained-and-illustrated.html,234.44,0
Hermetic Marriage,Manly P Hall,2013.0,English,Paperback,https://www.libristo.pl/book/hermetic-marriage-8800942.html,53.24,0
Hagakure,Yamamoto Tsunetomo,2010.0,English,Paperback,https://www.libristo.pl/book/hagakure-8883120.html,100.04,0
"Black Poachers, White Hunters",Edward I Steinhart,2005.0,English,Paperback,https://www.libristo.pl/book/black-poachers-white-hunters.html,105.73,10
In The Footsteps Of Alexander The Great,Michael Wood,2004.0,English,Paperback,https://www.libristo.pl/book/in-the-footsteps-of-alexander-the-great.html,83.81,16
Ivan's War,Catherine Merridale,2006.0,English,Paperback,https://www.libristo.pl/book/ivan-s-war.html,68.24,16
Chakras for Beginners,David Pond,1999.0,English,Paperback,https://www.libristo.pl/book/chakras-for-beginners.html,73.36,16
Who Dares Wins - the SAS and the Iranian Embassy Siege 1980,Gregory Fremont-Barnes,2009.0,English,Paperback,https://www.libristo.pl/book/who-dares-wins-the-sas-and-the-iranian-embassy-siege-1980.html,89.79,16
Edward VII,C Hibbert,2011.0,English,Paperback,https://www.libristo.pl/book/edward-vii.html,121.3,0
Truth About Dinosaurs,BILLY CRONE,2017.0,English,Paperback,https://www.libristo.pl/book/the-truth-about-dinosaurs-the-witness-o.html,123.77,0
Hitler's Secret Backers,Sydney Warburg,2015.0,English,Paperback,https://www.libristo.pl/book/hitler-s-secret-backers.html,121.87,0
Invention That Changed the World,Robert Buderi,1998.0,English,Paperback,https://www.libristo.pl/book/invention-that-changed-the-world.html,167.34,0
CALL SIGN EXTORTION 17 THE SHOPB,Don Brown,2016.0,English,Paperback,https://www.libristo.pl/book/call-sign-extortion-17-the-shopb.html,112.19,0
Atmabodha,Sankara,2011.0,English,Paperback,https://www.libristo.pl/book/atmabodha-self-knowledge.html,94.91,0
Power of Prayer in a Believer's Life,Charles Spurgeon,2001.0,English,Paperback,https://www.libristo.pl/book/power-of-prayer-in-a-believer-s-life.html,80.96,0
KJV Large Print Bible,Hendrickson,2012.0,English,Paperback,https://www.libristo.pl/book/kjv-large-print-bible.html,58.56,0
Jazz in Europe,Igor Wasserberger,2018.0,English,Hardback,https://www.libristo.pl/book/jazz-in-europe.html,492.06,0
Quiet Mind,White Eagle,2006.0,English,Paperback,https://www.libristo.pl/book/quiet-mind-6284796.html,16.32,4
Seven Days That Divide the World,John C. Lennox,2011.0,English,Paperback,https://www.libristo.pl/book/seven-days-that-divide-the-world-itpe.html,57.99,16
Dictionary of Celtic Mythology,James MacKillop,2016.0,English,Hardback,https://www.libristo.pl/book/dictionary-of-celtic-mythology-15537586.html,172.65,0
Baader-Meinhof,"Stefan Aust, Anthea Bell",2009.0,English,Hardback,https://www.libristo.pl/book/baader-meinhof.html,228.94,0
Ivan the Terrible,"Robert Payne, Nikita Romanoff",2002.0,English,Paperback,https://www.libristo.pl/book/ivan-the-terrible-4933185.html,107.25,0
Medieval Cook,Bridget Ann Henisch,2013.0,English,Paperback,https://www.libristo.pl/book/medieval-cook.html,141.42,0
Creole Religions of the Caribbean,Margarite Fernandez Olmos,2011.0,English,Paperback,https://www.libristo.pl/book/creole-religions-of-the-caribbean.html,183.09,0
Russian History: A Very Short Introduction,Geoffrey Hosking,2012.0,English,Paperback,https://www.libristo.pl/book/russian-history.html,47.55,16
Bhagavadgita in the Mahabharata,J. A. B. Van Buitenen,1981.0,English,Paperback,https://www.libristo.pl/book/bhagavadgita-in-the-mahabharata.html,156.89,0
Critical Thinking,Jenny Moon,2007.0,English,Paperback,https://www.libristo.pl/book/critical-thinking-4071507.html,331.64,0
